Player ID,Name,Assoc,Gender,Birth year,Activity,Playing hand,Playing style,Grip,Playing_hand_numeric,Playing_style_numeric,Grip_numeric,Style_commonness
145778,AALTONEN Gabriela,SWE,Female,2009.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
110737,AARAS Pal,NOR,Male,1992.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
145022,AARRAD Wahiba,MAR,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
116168,AASEBO Anna,NOR,Female,1995.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
110761,AASEBO Marte,NOR,Female,1990.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136164,ABADLI Wafi Chams Eddine,ALG,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135207,ABARAVICIUTE Laura,LTU,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137295,ABASSIA Cherif,TUN,Male,2006.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
131710,ABAT Mael,FRA,Male,1999.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
137325,ABBAS Fadhel,BRN,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134246,ABBASI Amirreza,IRI,Male,2000.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
111060,ABBAT Alice,FRA,Female,1992.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
144666,ABDALLA Yousif,QAT,Male,2009.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100032,ABDEL-AZIZ Farah,EGY,Female,1992.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
116723,ABDEL-AZIZ Youssef,EGY,Male,2000.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
122183,ABDELAAL Adham,EGY,Male,2001.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
137506,ABDELAAL Anas,EGY,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133560,ABDELAZIZ Mariam,EGY,Female,2001.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
135593,ABDELAZIZ Omar,EGY,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131037,ABDELFATTAH Farah,EGY,Female,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133476,ABDELFATTAH Nour,EGY,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145505,ABDELHAMID Mohamed ^^,EGY,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145623,ABDELHAMID Youssef ^^,EGY,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137393,ABDELHASAN Ahmed,IRQ,Male,1987.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
137527,ABDELLATIF Mohamed,EGY,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137515,ABDELMAOLA Mariam,EGY,Female,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137517,ABDELMAOLA Mohamed,EGY,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
146240,ABDELMEGUID Karim Yasser Sobhy,EGY,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133575,ABDELNASER Omar,EGY,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118102,ABDELRAHMAN Farah,SUD,Male,1992.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135600,ABDELSALAM Hana,EGY,Female,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145510,ABDELSALAM Jana ^^,EGY,Female,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122187,ABDELWAHAB Marwan,EGY,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132039,ABDELWAHAB Youssef,EGY,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137530,ABDELWAHAB Ziad,EGY,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
146177,ABDERAHMEN Sana,TUN,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135101,ABDULLA Abdulla,UAE,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131409,ABDULLA Habib,UAE,Male,2004.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
137710,ABDULLA Majeed Naji,BRN,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131410,ABDULLA Mohammed,UAE,Male,2003.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
135100,ABDULLA Saif,UAE,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123233,ABDULLA Shouq,QAT,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123121,ABDULLAHI Abdulrahman,NGR,Male,1989.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137762,ABDULLINA Arina,RUS,Female,2009.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
135443,ABDULRAFIU Aminat ^^,NGR,Female,1992.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
111953,ABDULRAHEEM Maryam,KUW,Female,1993.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131354,ABDULRAHIM Abdullah,KUW,Male,2002.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
144667,ABDULWAHHAB Abdullah,QAT,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131156,ABDULWAHHAB Mohammed,QAT,Male,1999.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
122239,ABE Airi,JPN,Female,1996.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
111481,ABE Megumi,JPN,Female,1986.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
136440,ABE Yuto,JPN,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136231,ABEJE Zelalem Sisay,ETH,Male,2001.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
115406,ABENOJAR Cristina,ESP,Female,1994.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136217,ABERA Danat,ETH,Female,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122155,ABID Youssef,TUN,Male,2004.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
136145,ABIDI Sajed,TUN,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145560,ABIELELA Sagda ^^,EGY,Female,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123122,ABIODUN Adekunle,NGR,Male,0.0,Active,Left-handed,Defender,Shakehand,1,1,0,1
100079,ABIODUN Bode,NGR,Male,1980.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137630,ABIODUN Tiago,POR,Male,2008.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
123125,ABIOLA Kaminu Ademola,NGR,Male,1999.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
136816,ABLAM Katsiaryna,BLR,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
110674,ABO YAMAN Zaid,JOR,Male,1993.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118087,ABO-YAMAN Taimmaa,JOR,Female,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123629,ABODIB Awsm,LBA,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123624,ABODIB Salh,LBA,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131837,ABODIB Zkrei,LBA,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145519,ABOELABBASS Mohamed ^^,EGY,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137589,ABOHALAWA Aithel,EGY,Female,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100082,ABORAQABAH Bandar,KSA,Male,0.0,Inactive,Right-handed,Defender,Shakehand,0,1,0,1
136147,ABOUCHA Wassim,TUN,Male,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132676,ABOUCHAAR Sebastian,COL,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133857,ABOUHIND Adam,MAR,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
120724,ABOUSETTA Sarah,EGY,Female,1999.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131231,ABRAAMIAN Elizabet,RUS,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131449,ABRAHAMSSON Theo,SWE,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100091,ABRAMOV Isaak,ISR,Male,1971.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135566,ABRAMOVICH Aliaksei,BLR,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
113546,ABRIL Hugo,ECU,Male,1995.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
113523,ABRIL Mauricio,ECU,Male,1994.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
131001,ABU SURRYAH Muhamed,PLE,Male,0.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132365,ABU-TAYEH Mohammad,JOR,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131749,ABU-YAMAN Laith,JOR,Male,2001.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
136066,ABUALRAHI Hadi,KSA,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133358,ABUHAMDA Salman Mohamed,BRN,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
120314,ABUSEV Artur,RUS,Male,1999.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
113373,ABUYAMAN Sewar,JOR,Female,1995.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145163,ACEVEDO Aaron,ESA,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134776,ACEVES Marbella,MEX,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
104314,ACHANTA Sharath Kamal,IND,Male,1982.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
144514,ACHEAMPONG Judith,GHA,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
121106,ACKERMAN Esther,USA,Female,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
112706,ACON Allan,CRC,Male,1989.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
124232,ACUNA Walter,ESA,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100106,ADAK Halil,TUR,Male,1982.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137657,ADAM Flora,HUN,Female,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
116550,ADAMEK Michal,SVK,Male,1995.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100110,ADAMEKOVA Martina,SVK,Female,1992.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134153,ADAMIK Csenge,HUN,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
113942,ADAMKOVA Karin,CZE,Female,1994.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145753,ADAMONYTE Viltaute,LTU,Female,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
121707,ADAMOVIC Aleksa,SRB,Male,1999.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
121887,ADAMSKY Karina,ISR,Female,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100119,ADASA Japheth,PHI,Male,1987.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135287,ADEBAYO Abimbola,NGR,Female,1996.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100123,ADEBIYI Abiodun,NGR,Male,0.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123123,ADEDEJI Aliyat,NGR,Female,0.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
122126,ADEDEJI Kayode,NGR,Male,1986.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137147,ADEGOKE Abiodun Alade,NGR,Male,1983.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
108548,ADELEKE Sarafa,NGR,Male,1976.0,Active,Left-handed,Defender,Shakehand,1,1,0,1
100126,ADENIYI Kazeem,NGR,Male,1987.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
100128,ADEYEMI Samsondeen Olanrewaj,NGR,Male,1983.0,Active,Left-handed,Defender,Shakehand,1,1,0,1
114704,ADEYINKA Hammed,NGR,Male,1991.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122322,ADIPUTRI Maharani,INA,Female,2001.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
137137,ADOM-AMANKWAA Eva,GHA,Female,1989.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
111036,ADORNO Manuel,PUR,Male,1992.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
136718,ADRIANOS Panagiotis,GRE,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136161,ADROVIC Amina,LUX,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123873,ADSATIT Panyaprart,THA,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
115000,AFANADOR Brian,PUR,Male,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100142,AFANADOR Eladio,PUR,Male,1976.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
131198,AFANASJEVA Diana,LAT,Female,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137689,AFANASJEVA Nellija,LAT,Female,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100147,AFRIMON Momon,INA,Male,1967.0,Inactive,Left-handed,Attacker,Shakehand,1,0,0,1
144879,AFRYKANSKI Bartosz,POL,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132837,AGATHE Cedric,FRA,Male,1981.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
137010,AGBAJE Shamusi,NGR,Male,1989.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
100154,AGBETOGLO Mawussi,TOG,Male,1993.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137140,AGBOTTAH Hilda,GHA,Female,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100157,AGERHOLM Pernille,DEN,Female,1991.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136263,AGHAJAMALI Ali,IRI,Male,1993.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118871,AGOSTON Tamara,SRB,Female,1997.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
144730,AGUAYO Lucia,ESP,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131384,AGUAYSOL Lautaro,ARG,Male,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123503,AGUIAR Joao ^^,LUX,Male,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
124103,AGUIAR Maria Jose,COL,Female,1999.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131646,AGUIRRE Ivan,PAR,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
111115,AGUIRRE Marcelo,PAR,Male,1993.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
134422,AGUIRRE Miguel,COL,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
105441,AGUSTIN Ling Ling,INA,Female,1969.0,Inactive,Right-handed,Defender,Shakehand,0,1,0,1
114699,AGUSTIN Noor Azizah,INA,Female,1991.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
100175,AHBIBULLAH Yazied,KSA,Male,1992.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
132504,AHIRE Sarika,USA,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
144884,AHL Alexander,IRL,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
116845,AHLANDER-J Carl,SWE,Male,1996.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
105815,AHMAD Ali,NOR,Male,1985.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
123478,AHMADIAN Amin,IRI,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123669,AHMED Kazeem Kolawole,NGR,Male,1986.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123584,AHMED Mahmood,BRN,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
120794,AHMED Mohammad,MRI,Male,1998.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137718,AHMED Sayed Husain,BRN,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100199,AHMEDOV Rashid,TKM,Male,1986.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
113658,AHMEDOV Ravil,TKM,Male,1991.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
144477,AI LIS Gan,MAS,Female,2008.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
134914,AIAZBEKOVA Nurkyz,KGZ,Female,1997.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
132632,AIDA Satoshi,JPN,Male,1993.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
122305,AIDAH Titin,INA,Female,1998.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
137392,AIDLI Youssef,TUN,Male,2009.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
123947,AINI Aisyah,INA,Female,1997.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
144107,AITAHUNOV Abdyljan,KGZ,Male,1991.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135958,AIVATIDIS Iakovos,GRE,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133723,AIYELBEGAN Sukurat,NGR,Female,2006.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
120030,AIYELUMO Olayinka,NGR,Male,1984.0,Active,Left-handed,Defender,Shakehand,1,1,0,1
145549,AIZPURUA Nerea,ESP,Female,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122241,AJALA Funmiola,NGR,Female,1994.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
135288,AJAYI Bukola,NGR,Female,2000.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
137014,AJAYI Temidayo,NGR,Male,2007.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
145282,AJDINI Tereza,CZE,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100210,AJETUNMOBI Seun,NGR,Male,1985.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
116926,AJI Donny,INA,Male,1990.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
111790,AJIBIKE Mojisola Suliat,NGR,Female,1991.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
116699,AJULO Gbenga,NGR,Male,1991.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
100211,AJULO Olakunle,NGR,Male,1989.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
137011,AJUWON Anuoluwapo,NGR,Female,1996.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
136469,AKA Salie Ange,CIV,Female,1999.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136309,AKAE Kaho,JPN,Female,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123128,AKANBI Rilwan,NGR,Male,1998.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
123228,AKASHEVA Zauresh,KAZ,Female,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123856,AKBAR Awang,INA,Male,1996.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
137501,AKEEM Sadiat Alimat,NGR,Female,2008.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
100217,AKERSTROM Fabian,SWE,Male,1988.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
136039,AKHMETSAFIN Damir,RUS,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133159,AKIMALI Bakdaulet,KAZ,Male,2001.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
123373,AKINDIYA Ismaila,NGR,Male,0.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137142,AKINSETE Abosede Esther,NGR,Female,1995.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123129,AKINYINKA Kehinde,NGR,Female,1999.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
116612,AKKUZU Can,FRA,Male,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123130,AKOMOLAFE Sunday,NGR,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
106868,AKPAN Cecilia,NGR,Female,1986.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123131,AKPAN Dorcas,NGR,Female,0.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
123132,AKPAN Itoro,NGR,Female,0.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
116568,AKTER Rahima,BAN,Female,1994.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122718,AKULA Sreeja,IND,Female,1998.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145526,AL ABRI Turki,OMA,Male,2010.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135876,Al BALUSHI Abdallah,OMA,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135877,AL BALUSHI Mohammed,OMA,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132462,AL BALUSHI Muhannad,OMA,Male,1988.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137846,AL FARSI Luqman,OMA,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135828,AL GHASSANI Al Mondhir,OMA,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135875,AL GHASSANI Omar,OMA,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123634,AL HAMRA Marose,FRA,Female,2000.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137848,Al HULEAL Mahdi,KSA,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145525,AL JASSASI Bader,OMA,Male,2005.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
122190,AL KHARUSI Al Julanda,OMA,Male,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145543,AL MOMANI Hashem,JOR,Male,2005.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
135829,AL MUTAWA Moayd,OMA,Male,2009.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135872,AL MUTAWA Mohammed,OMA,Male,2006.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
135826,AL RIYAMI Ahmed,OMA,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135880,AL SHAHI Ayman,OMA,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135878,AL ZAABI Abudlrahman,OMA,Male,2004.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100234,AL-ABBAD Abdulaziz,KSA,Male,1982.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118943,AL-ABDULLA Abdulaziz,QAT,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134212,AL-ABDULLA Abdulla,QAT,Male,2004.0,Active,Right-handed,Defender,Shakehand,0,1,0,1
100237,AL-ABRI Noora,QAT,Female,1992.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135824,AL-ANSARI Mohammed Salem,QAT,Male,2008.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100254,AL-BAHRANI Husain,KUW,Male,1988.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
116737,AL-BALHAN Jaber,KUW,Male,1994.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
136254,Al-DAHIRI Alyameen,WAL,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
123615,AL-DHAMARI Taha,YEM,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118817,AL-EZAIREJ Nabaa,IRQ,Female,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
121107,AL-HADDAD Mohammed,QAT,Male,1999.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118947,AL-HAJAJI Abdulaziz,QAT,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
90003,AL-HAMDAN Raid,KSA,Male,1962.0,Inactive,Right-handed,Attacker,Shakehand,0,0,0,0
100291,AL-HASAN Ibrahem,KUW,Male,1986.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
110965,AL-HASAN Salem,KUW,Male,1993.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132746,AL-HAWMDEH Asel,JOR,Female,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100302,AL-JADAI Naif,KSA,Male,1984.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133975,AL-KHAWALDEH Asal,JOR,Female,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135386,AL-KUWARI Sultan,QAT,Male,2008.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
131392,AL-MAHAQERI Mahmood,YEM,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134210,AL-MAKKI Shahd,QAT,Female,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118945,AL-MALKI Nawaf,QAT,Male,2001.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
134816,AL-MANDHARI Haitham,OMA,Male,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137380,AL-MOHANNADI Ahmad Khalil,QAT,Male,1988.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
118946,AL-NAGGAR Abdulrahman,QAT,Male,1998.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137099,AL-NAJADAT Habib,JOR,Male,2006.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
137100,AL-NAJADAT Taqi Al-Din,JOR,Male,2007.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135198,AL-NUAIMI Ameer,IRQ,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100344,AL-RAYAMI Sultan,OMA,Male,0.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135827,AL-RIYAMI Issa,OMA,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
100352,AL-SADA Abdulla,QAT,Male,1992.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
145541,AL-SALUATI Mohammed,QAT,Male,2010.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
110660,AL-SAMHOURY Tarek,AUT,Male,1977.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135881,AL-SHAHI Maadh,OMA,Male,2003.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
135879,AL-SHAHI Mashal,OMA,Male,2002.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
132344,AL-SHAREF Mutaz,JOR,Male,2002.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
116708,AL-SULAITI Mohammed,QAT,Male,1997.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
133459,AL-WEDIAN Bara,JOR,Female,1990.0,Active,Left-handed,Attacker,Shakehand,1,0,0,1
137674,ALAALI Fatima ^,BRN,Female,2008.0,Active,Right-handed,Attacker,Shakehand,0,0,0,0
